         53412031 function calls (52113818 primitive calls) in 434.365 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      140    0.000    0.000    0.000    0.000 fromnumeric.py:3113(_size_dispatcher)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
       20    0.000    0.000    0.000    0.000 os.py:282(walk)
        1    0.000    0.000    0.000    0.000 typing.py:388(Union)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       42    0.000    0.000    0.000    0.000 assumptions.py:6(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:79(destroy_all)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1466(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 __init__.py:242(<listcomp>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
       32    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1095(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        2    0.000    0.000    0.000    0.000 os.py:619(get_exec_path)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
       33    0.000    0.000    0.000    0.000 contextlib.py:86(__init__)
       15    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       38    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
        2    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        1    0.000    0.000    0.000    0.000 mathtext.py:1078(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        4    0.000    0.000    0.000    0.000 polyint.py:127(_set_dtype)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:263(LogScale)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:851(start)
        8    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       25    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      114    0.000    0.000    0.000    0.000 enum.py:683(value)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        9    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
       34    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
       31    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        8    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       53    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
       32    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        7    0.000    0.000    0.000    0.000 _util.py:321(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
       16    0.000    0.000    0.000    0.000 os.py:804(fsencode)
      103    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       12    0.000    0.000    0.000    0.000 enum.py:478(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        4    0.000    0.000    0.000    0.000 interpolate.py:545(fill_value)
        1    0.000    0.000    0.000    0.000 quiver.py:442(Quiver)
       25    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
       20    0.000    0.000    0.000    0.000 shape_base.py:219(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
       10    0.000    0.000    0.000    0.000 CoolProp.pyx:341(__Props_err2)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        3    0.000    0.000    0.000    0.000 {built-in method gc.collect}
        1    0.000    0.000    0.000    0.000 __init__.py:99(<listcomp>)
      101    0.000    0.000    0.000    0.000 enum.py:468(<lambda>)
      100    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
       97    0.000    0.000    0.000    0.000 docstring.py:65(do_copy)
       97    0.000    0.000    0.000    0.000 docstring.py:63(copy)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 gridspec.py:602(SubplotSpec)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        7    0.000    0.000    0.000    0.000 pathlib.py:373(gethomedir)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       90    0.000    0.000    0.000    0.000 optimize.py:120(__getattr__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:6(<module>)
       10    0.000    0.000    0.000    0.000 version.py:304(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       12    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
       10    0.000    0.000    0.000    0.000 assumptions.py:20(randomizeInRange)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
       56    0.000    0.000    0.000    0.000 patches.py:1901(_register_style)
       89    0.000    0.000    0.000    0.000 inspect.py:2561(annotation)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:682(__contains__)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       70    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 units.py:16(add_default_unit)
        5    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
        4    0.000    0.000    0.000    0.000 blas.py:317(_get_funcs)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       92    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       29    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 case.py:309(TestCase)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 dates.py:1124(RRuleLocator)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       25    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 dates.py:1475(YearLocator)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       25    0.000    0.000    0.000    0.000 rcsetup.py:773(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:431(SymmetricalLogScale)
       78    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       83    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        4    0.000    0.000    0.000    0.000 polyint.py:99(_reshape_yi)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(rollaxis)
       75    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
       12    0.000    0.000    0.000    0.000 enum.py:338(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:556(wait)
       28    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
       24    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        1    0.000    0.000    0.000    0.000 core.py:2819(__new__)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
       71    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 pathlib.py:1235(open)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
       14    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
       60    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 version.py:309(parse)
        1    0.000    0.000    0.000    0.000 rotation.py:174(Rotation)
       79    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       10    0.000    0.000    0.000    0.000 _methods.py:59(_count_reduce_items)
       58    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_16_be_decode}
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:582(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2881(prod)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
       11    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1270(__init__)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 __init__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        6    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
